ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U3902,RNA,BRN37-D5,BRN37,D5,BRN37-D5,NA,collected,N,NA,NA
U3903,RNA,BRN37-C6,BRN37,C6,BRN37-C6,NA,collected,N,NA,NA
U3904,RNA,BRN37-C5,BRN37,C5,BRN37-C5,NA,collected,N,NA,NA
U3905,RNA,BRN37-B6,BRN37,B6,BRN37-B6,NA,collected,N,NA,NA
U3906,RNA,BRN37-B5,BRN37,B5,BRN37-B5,NA,collected,N,NA,NA
U3907,RNA,BRN37-A5,BRN37,A5,BRN37-A5,NA,collected,N,NA,NA
U3908,RNA,BRN37-H4,BRN37,H4,BRN37-H4,NA,collected,N,NA,NA
U3909,RNA,BRN37-G4,BRN37,G4,BRN37-G4,NA,collected,N,NA,NA
U3910,RNA,BRN37-H6,BRN37,H6,BRN37-H6,NA,collected,N,NA,NA
U3911,RNA,BRN37-G6,BRN37,G6,BRN37-G6,NA,collected,N,NA,NA
U3912,RNA,BRN37-F6,BRN37,F6,BRN37-F6,NA,collected,N,NA,NA
U3913,RNA,BRN37-E6,BRN37,E6,BRN37-E6,NA,collected,N,NA,NA
U3963,RNA,BRN33-G7,BRN33,G7,BRN33-G7,NA,collected,N,NA,NA
U3967,RNA,BRN31-G9,BRN31,G9,BRN31-G9,NA,collected,N,NA,NA
U3968,RNA,BRN31-F9,BRN31,F9,BRN31-F9,Brain touched pectoral fin,collected,N,NA,NA
U3969,RNA,BRN31-E9,BRN31,E9,BRN31-E9,NA,collected,N,NA,NA
U3994,RNA,BRN31-H9,BRN31,H9,BRN31-H9,NA,collected,N,NA,NA
U4027,RNA,BRN36-D6,BRN36,D6,BRN36-D6,NA,collected,N,NA,NA
U4028,RNA,BRN36-C6,BRN36,C6,BRN36-C6,NA,collected,N,NA,NA
U4029,RNA,BRN36-B6,BRN36,B6,BRN36-B6,NA,collected,N,NA,NA
U4030,RNA,BRN36-A6,BRN36,A6,BRN36-A6,NA,collected,N,NA,NA
U4031,RNA,BRN36-H9,BRN36,H9,BRN36-H9,NA,collected,N,NA,NA
U4032,RNA,BRN36-G9,BRN36,G9,BRN36-G9,NA,collected,N,NA,NA
U4033,RNA,BRN36-F9,BRN36,F9,BRN36-F9,NA,collected,N,NA,NA
U4034,RNA,BRN36-E9,BRN36,E9,BRN36-E9,NA,collected,N,NA,NA
U4035,RNA,BRN36-D9,BRN36,D9,BRN36-D9,NA,collected,N,NA,NA
U4036,RNA,BRN36-A10,BRN36,A10,BRN36-A10,NA,collected,N,NA,NA
U4037,RNA,BRN36-H7,BRN36,H7,BRN36-H7,NA,collected,N,NA,NA
U4038,RNA,BRN36-G7,BRN36,G7,BRN36-G7,NA,collected,N,NA,NA
U4039,RNA,BRN36-F7,BRN36,F7,BRN36-F7,NA,collected,N,NA,NA
U4040,RNA,BRN36-E7,BRN36,E7,BRN36-E7,NA,collected,N,NA,NA
U4041,RNA,BRN36-B8,BRN36,B8,BRN36-B8,NA,collected,N,NA,NA
U4042,RNA,BRN39-B4,BRN39,B4,BRN39-B4,NA,collected,N,NA,NA
U4043,RNA,BRN39-A4,BRN39,A4,BRN39-A4,NA,collected,N,NA,NA
U4044,RNA,BRN39-A5,BRN39,A5,BRN39-A5,NA,collected,N,NA,NA
U4045,RNA,BRN39-H12,BRN39,H12,BRN39-H12,NA,collected,N,NA,NA
U4046,RNA,BRN39-G12,BRN39,G12,BRN39-G12,NA,collected,N,NA,NA
U4047,RNA,BRN39-F12,BRN39,F12,BRN39-F12,NA,collected,N,NA,NA
U4048,RNA,BRN39-E12,BRN39,E12,BRN39-E12,NA,collected,N,NA,NA
U4049,RNA,BRN39-D12,BRN39,D12,BRN39-D12,NA,collected,N,NA,NA
U4050,RNA,BRN39-C12,BRN39,C12,BRN39-C12,NA,collected,N,NA,NA
U4051,RNA,BRN39-H3,BRN39,H3,BRN39-H3,Brain fell on chamois,collected,N,NA,NA
U4052,RNA,BRN39-G3,BRN39,G3,BRN39-G3,NA,collected,N,NA,NA
U4053,RNA,BRN39-F3,BRN39,F3,BRN39-F3,NA,collected,N,NA,NA
U4054,RNA,BRN39-E3,BRN39,E3,BRN39-E3,NA,collected,N,NA,NA
U4055,RNA,BRN39-D3,BRN39,D3,BRN39-D3,Outside scalpel touched heart,collected,N,NA,NA
U4056,RNA,BRN39-C3,BRN39,C3,BRN39-C3,Outside scalpel touched heart,collected,N,NA,NA
U4057,RNA,BRN39-B3,BRN39,B3,BRN39-B3,NA,collected,N,NA,NA
U4058,RNA,BRN39-A3,BRN39,A3,BRN39-A3,NA,collected,N,NA,NA
U4059,RNA,BRN39-H6,BRN39,H6,BRN39-H6,NA,collected,N,NA,NA
U4060,RNA,BRN39-G6,BRN39,G6,BRN39-G6,Brain fell on chamois,collected,N,NA,NA
U4061,RNA,BRN39-B12,BRN39,B12,BRN39-B12,Kidney touched chamois,collected,N,NA,NA
U4062,RNA,BRN39-A12,BRN39,A12,BRN39-A12,NA,collected,N,NA,NA
U4063,RNA,BRN48-H3,BRN48,H3,BRN48-H3,NA,collected,N,NA,NA
U4064,RNA,BRN48-G3,BRN48,G3,BRN48-G3,NA,collected,N,NA,NA
U4065,RNA,BRN48-F3,BRN48,F3,BRN48-F3,NA,collected,N,NA,NA
U4066,RNA,BRN39-F2,BRN39,F2,BRN39-F2,NA,collected,N,NA,NA
U4067,RNA,BRN39-E2,BRN39,E2,BRN39-E2,NA,collected,N,NA,NA
U4068,RNA,BRN39-D2,BRN39,D2,BRN39-D2,NA,collected,N,NA,NA
U4069,RNA,BRN39-C2,BRN39,C2,BRN39-C2,NA,collected,N,NA,NA
U4070,RNA,BRN39-B2,BRN39,B2,BRN39-B2,spleen touched U4069 spleen in RNA well,collected,N,NA,NA
U4071,RNA,BRN39-A2,BRN39,A2,BRN39-A2,NA,collected,N,NA,NA
U4072,RNA,BRN39-H5,BRN39,H5,BRN39-H5,NA,collected,N,NA,NA
U4073,RNA,BRN39-G5,BRN39,G5,BRN39-G5,brain fell on to dissetion tray and cool rack,collected,N,NA,NA
U4074,RNA,BRN39-F5,BRN39,F5,BRN39-F5,NA,collected,N,NA,NA
U4075,RNA,BRN39-E5,BRN39,E5,BRN39-E5,heart fell on dissection tray,collected,N,NA,NA
U4076,RNA,BRN39-F6,BRN39,F6,BRN39-F6,NA,collected,N,NA,NA
U4077,RNA,BRN39-E6,BRN39,E6,BRN39-E6,NA,collected,N,NA,NA
U4078,RNA,BRN39-D6,BRN39,D6,BRN39-D6,Brain fell on chamois,collected,N,NA,NA
U4079,RNA,BRN39-C6,BRN39,C6,BRN39-C6,NA,collected,N,NA,NA
U4080,RNA,BRN39-B6,BRN39,B6,BRN39-B6,NA,collected,N,NA,NA
U4081,RNA,BRN39-A6,BRN39,A6,BRN39-A6,Outside forceps touched brain.,collected,N,NA,NA
U4082,RNA,BRN39-A8,BRN39,A8,BRN39-A8,NA,collected,N,NA,NA
U4083,RNA,BRN39-H11,BRN39,H11,BRN39-H11,NA,collected,N,NA,NA
U4084,RNA,BRN39-G11,BRN39,G11,BRN39-G11,Spleen touched coolrack & liver fell on chamois,collected,N,NA,NA
U4085,RNA,BRN39-D5,BRN39,D5,BRN39-D5,NA,collected,N,NA,NA
U4086,RNA,BRN39-C5,BRN39,C5,BRN39-C5,NA,collected,N,NA,NA
U4087,RNA,BRN39-B5,BRN39,B5,BRN39-B5,NA,collected,N,NA,NA
U4088,RNA,BRN39-H7,BRN39,H7,BRN39-H7,brain fell on dissection tray,collected,N,NA,NA
U4089,RNA,BRN39-G7,BRN39,G7,BRN39-G7,NA,collected,N,NA,NA
U4090,RNA,BRN39-F7,BRN39,F7,BRN39-F7,NA,collected,N,NA,NA
U4091,RNA,BRN39-E7,BRN39,E7,BRN39-E7,NA,collected,N,NA,NA
U4092,RNA,BRN39-D7,BRN39,D7,BRN39-D7,NA,collected,N,NA,NA
U4093,RNA,BRN39-C7,BRN39,C7,BRN39-C7,NA,collected,N,NA,NA
U4094,RNA,BRN39-B7,BRN39,B7,BRN39-B7,NA,collected,N,NA,NA
U4095,RNA,BRN39-A7,BRN39,A7,BRN39-A7,Some muscle tisse touched B (U4094) well,collected,N,NA,NA
U4096,RNA,BRN48-E3,BRN48,E3,BRN48-E3,NA,collected,N,NA,NA
U4097,RNA,BRN48-D3,BRN48,D3,BRN48-D3,NA,collected,N,NA,NA
U4098,RNA,BRN48-C3,BRN48,C3,BRN48-C3,NA,collected,N,NA,NA
U4099,RNA,BRN48-B3,BRN48,B3,BRN48-B3,NA,collected,N,NA,NA
U4100,RNA,BRN48-A3,BRN48,A3,BRN48-A3,NA,collected,N,NA,NA
U4101,RNA,BRN48-H5,BRN48,H5,BRN48-H5,NA,collected,N,NA,NA
U4102,RNA,BRN48-G5,BRN48,G5,BRN48-G5,NA,collected,N,NA,NA
U4103,RNA,BRN48-F5,BRN48,F5,BRN48-F5,NA,collected,N,NA,NA
U4104,RNA,BRN48-E5,BRN48,E5,BRN48-E5,NA,collected,N,NA,NA
U4105,RNA,BRN39-F11,BRN39,F11,BRN39-F11,NA,collected,N,NA,NA
U4106,RNA,BRN39-E11,BRN39,E11,BRN39-E11,NA,collected,N,NA,NA
U4107,RNA,BRN39-D11,BRN39,D11,BRN39-D11,NA,collected,N,NA,NA
U4108,RNA,BRN39-C11,BRN39,C11,BRN39-C11,Brain fell on lab bench,collected,N,NA,NA
U4109,RNA,BRN39-B11,BRN39,B11,BRN39-B11,Kidney fell on bench,collected,N,NA,NA
U4110,RNA,BRN39-H8,BRN39,H8,BRN39-H8,NA,collected,N,NA,NA
U4111,RNA,BRN39-G8,BRN39,G8,BRN39-G8,NA,collected,N,NA,NA
U4112,RNA,BRN39-F8,BRN39,F8,BRN39-F8,NA,collected,N,NA,NA
U4113,RNA,BRN39-E8,BRN39,E8,BRN39-E8,NA,collected,N,NA,NA
U4114,RNA,BRN39-D8,BRN39,D8,BRN39-D8,NA,collected,N,NA,NA
U4115,RNA,BRN39-C8,BRN39,C8,BRN39-C8,NA,collected,N,NA,NA
U4116,RNA,BRN39-B8,BRN39,B8,BRN39-B8,NA,collected,N,NA,NA
U4117,RNA,BRN39-H10,BRN39,H10,BRN39-H10,brain touched extra muscle container,collected,N,NA,NA
U4118,RNA,BRN39-G10,BRN39,G10,BRN39-G10,NA,collected,N,NA,NA
U4119,RNA,BRN39-F10,BRN39,F10,BRN39-F10,NA,collected,N,NA,NA
U4120,RNA,BRN39-E10,BRN39,E10,BRN39-E10,NA,collected,N,NA,NA
U4121,RNA,BRN39-D10,BRN39,D10,BRN39-D10,NA,collected,N,NA,NA
U4122,RNA,BRN39-C10,BRN39,C10,BRN39-C10,RNA muscle sample touched coolbox,collected,N,NA,NA
U4123,RNA,BRN39-B10,BRN39,B10,BRN39-B10,NA,collected,N,NA,NA
U4124,RNA,BRN39-H9,BRN39,H9,BRN39-H9,NA,collected,N,NA,NA
U4125,RNA,BRN39-G9,BRN39,G9,BRN39-G9,NA,collected,N,NA,NA
U4126,RNA,BRN48-C2,BRN48,C2,BRN48-C2,NA,collected,N,NA,NA
U4127,RNA,BRN48-D2,BRN48,D2,BRN48-D2,NA,collected,N,NA,NA
U4128,RNA,BRN48-B2,BRN48,B2,BRN48-B2,NA,collected,N,NA,NA
U4129,RNA,BRN48-A2,BRN48,A2,BRN48-A2,NA,collected,N,NA,NA
U4130,RNA,BRN39-F9,BRN39,F9,BRN39-F9,NA,collected,N,NA,NA
U4131,RNA,BRN39-E9,BRN39,E9,BRN39-E9,NA,collected,N,NA,NA
U4132,RNA,BRN39-D9,BRN39,D9,BRN39-D9,NA,collected,N,NA,NA
U4133,RNA,BRN39-C9,BRN39,C9,BRN39-C9,NA,collected,N,NA,NA
U4134,RNA,BRN39-A11,BRN39,A11,BRN39-A11,Heart fell on coolrack,collected,N,NA,NA
U4135,RNA,BRN48-H2,BRN48,H2,BRN48-H2,Brain on bench,collected,N,NA,NA
U4136,RNA,BRN48-G2,BRN48,G2,BRN48-G2,NA,collected,N,NA,NA
U4137,RNA,BRN48-F2,BRN48,F2,BRN48-F2,NA,collected,N,NA,NA
U4138,RNA,BRN48-E2,BRN48,E2,BRN48-E2,NA,collected,N,NA,NA
U4143,RNA,BRN39-A10,BRN39,A10,BRN39-A10,NA,collected,N,NA,NA
U4144,RNA,BRN48-H1,BRN48,H1,BRN48-H1,Brain fell on dissection tray,collected,N,NA,NA
U4145,RNA,BRN48-G1,BRN48,G1,BRN48-G1,NA,collected,N,NA,NA
U4146,RNA,BRN48-F1,BRN48,F1,BRN48-F1,NA,collected,N,NA,NA
U4147,RNA,BRN48-E1,BRN48,E1,BRN48-E1,Brain fell of dissection tray,collected,N,NA,NA
U4148,RNA,BRN48-D1,BRN48,D1,BRN48-D1,NA,collected,N,NA,NA
U4149,RNA,BRN48-C1,BRN48,C1,BRN48-C1,Gills touched D well (U4148),collected,N,NA,NA
U4150,RNA,BRN48-B1,BRN48,B1,BRN48-B1,NA,collected,N,NA,NA
U4151,RNA,BRN48-A1,BRN48,A1,BRN48-A1,NA,collected,N,NA,NA
U4152,RNA,BRN48-H7,BRN48,H7,BRN48-H7,NA,collected,N,NA,NA
U4153,RNA,BRN48-G7,BRN48,G7,BRN48-G7,NA,collected,N,NA,NA
U4154,RNA,BRN48-F7,BRN48,F7,BRN48-F7,NA,collected,N,NA,NA
U4155,RNA,BRN48-E7,BRN48,E7,BRN48-E7,NA,collected,N,NA,NA
U4156,RNA,BRN48-D7,BRN48,D7,BRN48-D7,NA,collected,N,NA,NA
U4157,RNA,BRN48-C7,BRN48,C7,BRN48-C7,NA,collected,N,NA,NA
U4158,RNA,BRN48-B7,BRN48,B7,BRN48-B7,NA,collected,N,NA,NA
U4159,RNA,BRN48-D5,BRN48,D5,BRN48-D5,NA,collected,N,NA,NA
U4160,RNA,BRN48-C5,BRN48,C5,BRN48-C5,NA,collected,N,NA,NA
U4161,RNA,BRN48-B5,BRN48,B5,BRN48-B5,NA,collected,N,NA,NA
U4162,RNA,BRN48-A5,BRN48,A5,BRN48-A5,NA,collected,N,NA,NA
U4163,RNA,BRN48-H6,BRN48,H6,BRN48-H6,NA,collected,N,NA,NA
U4164,RNA,BRN48-G6,BRN48,G6,BRN48-G6,NA,collected,N,NA,NA
U4165,RNA,BRN48-F6,BRN48,F6,BRN48-F6,NA,collected,N,NA,NA
U4166,RNA,BRN48-E6,BRN48,E6,BRN48-E6,NA,collected,N,NA,NA
U4167,RNA,BRN48-D6,BRN48,D6,BRN48-D6,NA,collected,N,NA,NA
U4168,RNA,BRN48-C6,BRN48,C6,BRN48-C6,NA,collected,N,NA,NA
U4169,RNA,BRN48-B6,BRN48,B6,BRN48-B6,NA,collected,N,NA,NA
U4170,RNA,BRN48-A6,BRN48,A6,BRN48-A6,NA,collected,N,NA,NA
U4171,RNA,BRN48-H9,BRN48,H9,BRN48-H9,NA,collected,N,NA,NA
U4172,RNA,BRN48-G9,BRN48,G9,BRN48-G9,NA,collected,N,NA,NA
U4173,RNA,BRN48-F10,BRN48,F10,BRN48-F10,NA,collected,N,NA,NA
U4728,RNA,BRN47-H2,BRN47,H2,BRN47-H2,NA,collected,N,NA,NA
U4729,RNA,BRN47-G2,BRN47,G2,BRN47-G2,NA,collected,N,NA,NA
U4730,RNA,BRN47-F2,BRN47,F2,BRN47-F2,NA,collected,N,NA,NA
U4731,RNA,BRN47-E2,BRN47,E2,BRN47-E2,NA,collected,N,NA,NA
U4732,RNA,BRN47-D2,BRN47,D2,BRN47-D2,NA,collected,N,NA,NA
U4733,RNA,BRN47-C2,BRN47,C2,BRN47-C2,NA,collected,N,NA,NA
U4734,RNA,BRN47-B2,BRN47,B2,BRN47-B2,NA,collected,N,NA,NA
U4735,RNA,BRN47-A2,BRN47,A2,BRN47-A2,NA,collected,N,NA,NA
U4736,RNA,BRN47-H6,BRN47,H6,BRN47-H6,NA,collected,N,NA,NA
U4737,RNA,BRN47-G6,BRN47,G6,BRN47-G6,NA,collected,N,NA,NA
U4738,RNA,BRN47-F6,BRN47,F6,BRN47-F6,NA,collected,N,NA,NA
U4739,RNA,BRN47-E6,BRN47,E6,BRN47-E6,NA,collected,N,NA,NA
U4740,RNA,BRN47-D6,BRN47,D6,BRN47-D6,NA,collected,N,NA,NA
U4741,RNA,BRN47-C6,BRN47,C6,BRN47-C6,NA,collected,N,NA,NA
U4742,RNA,BRN47-B6,BRN47,B6,BRN47-B6,NA,collected,N,NA,NA
U4743,RNA,BRN47-A6,BRN47,A6,BRN47-A6,NA,collected,N,NA,NA
U4744,RNA,BRN47-H11,BRN47,H11,BRN47-H11,NA,collected,N,NA,NA
U4745,RNA,BRN47-G11,BRN47,G11,BRN47-G11,NA,collected,N,NA,NA
U4746,RNA,BRN47-F11,BRN47,F11,BRN47-F11,NA,collected,N,NA,NA
U4747,RNA,BRN47-E11,BRN47,E11,BRN47-E11,NA,collected,N,NA,NA
U4748,RNA,BRN47-D11,BRN47,D11,BRN47-D11,NA,collected,N,NA,NA
U4749,RNA,BRN47-C11,BRN47,C11,BRN47-C11,NA,collected,N,NA,NA
U4752,RNA,BRN47-H5,BRN47,H5,BRN47-H5,NA,collected,N,NA,NA
U4753,RNA,BRN47-G5,BRN47,G5,BRN47-G5,NA,collected,N,NA,NA
U4754,RNA,BRN47-F5,BRN47,F5,BRN47-F5,NA,collected,N,NA,NA
U4755,RNA,BRN47-E5,BRN47,E5,BRN47-E5,NA,collected,N,NA,NA
U4757,RNA,BRN45-F1,BRN45,F1,BRN45-F1,NA,collected,N,NA,NA
U4758,RNA,BRN45-E1,BRN45,E1,BRN45-E1,NA,collected,N,NA,NA
U4759,RNA,BRN45-D1,BRN45,D1,BRN45-D1,NA,collected,N,NA,NA
U4760,RNA,BRN45-C1,BRN45,C1,BRN45-C1,NA,collected,N,NA,NA
U4776,RNA,BRN47-H1,BRN47,H1,BRN47-H1,NA,collected,N,NA,NA
U4777,RNA,BRN47-G1,BRN47,G1,BRN47-G1,NA,collected,N,NA,NA
U4778,RNA,BRN47-F1,BRN47,F1,BRN47-F1,NA,collected,N,NA,NA
U4779,RNA,BRN47-E1,BRN47,E1,BRN47-E1,NA,collected,N,NA,NA
U4780,RNA,BRN47-D1,BRN47,D1,BRN47-D1,NA,collected,N,NA,NA
U4781,RNA,BRN47-C1,BRN47,C1,BRN47-C1,NA,collected,N,NA,NA
U4782,RNA,BRN47-B1,BRN47,B1,BRN47-B1,NA,collected,N,NA,NA
U4783,RNA,BRN47-A1,BRN47,A1,BRN47-A1,NA,collected,N,NA,NA
U4784,RNA,BRN47-H3,BRN47,H3,BRN47-H3,NA,collected,N,NA,NA
U4785,RNA,BRN47-G3,BRN47,G3,BRN47-G3,NA,collected,N,NA,NA
U4786,RNA,BRN47-F3,BRN47,F3,BRN47-F3,NA,collected,N,NA,NA
U4787,RNA,BRN47-E3,BRN47,E3,BRN47-E3,NA,collected,N,NA,NA
U4788,RNA,BRN47-D3,BRN47,D3,BRN47-D3,NA,collected,N,NA,NA
U4789,RNA,BRN47-C3,BRN47,C3,BRN47-C3,NA,collected,N,NA,NA
U4790,RNA,BRN47-B3,BRN47,B3,BRN47-B3,NA,collected,N,NA,NA
U4791,RNA,BRN47-A3,BRN47,A3,BRN47-A3,NA,collected,N,NA,NA
U4792,RNA,BRN47-H7,BRN47,H7,BRN47-H7,NA,collected,N,NA,NA
U4793,RNA,BRN47-G7,BRN47,G7,BRN47-G7,NA,collected,N,NA,NA
U4794,RNA,BRN47-B9,BRN47,B9,BRN47-B9,NA,collected,N,NA,NA
U4795,RNA,BRN47-A9,BRN47,A9,BRN47-A9,NA,collected,N,NA,NA
U4796,RNA,BRN47-B11,BRN47,B11,BRN47-B11,NA,collected,N,NA,NA
U4797,RNA,BRN47-A11,BRN47,A11,BRN47-A11,NA,collected,N,NA,NA
U4798,RNA,BRN45-H1,BRN45,H1,BRN45-H1,NA,collected,N,NA,NA
U4799,RNA,BRN45-G1,BRN45,G1,BRN45-G1,NA,collected,N,NA,NA
U4800,RNA,BRN13-H12,BRN13,H12,BRN13-H12,NA,collected,N,NA,NA
U4801,RNA,BRN13-G12,BRN13,G12,BRN13-G12,NA,collected,N,NA,NA
U4802,RNA,BRN13-F12,BRN13,F12,BRN13-F12,NA,collected,N,NA,NA
U4803,RNA,BRN47-H4,BRN47,H4,BRN47-H4,NA,collected,N,NA,NA
U4804,RNA,BRN47-G4,BRN47,G4,BRN47-G4,NA,collected,N,NA,NA
U4805,RNA,BRN47-F4,BRN47,F4,BRN47-F4,NA,collected,N,NA,NA
U4806,RNA,BRN47-E4,BRN47,E4,BRN47-E4,NA,collected,N,NA,NA
U4807,RNA,BRN47-D4,BRN47,D4,BRN47-D4,NA,collected,N,NA,NA
U4808,RNA,BRN47-C4,BRN47,C4,BRN47-C4,NA,collected,N,NA,NA
U4809,RNA,BRN47-B4,BRN47,B4,BRN47-B4,NA,collected,N,NA,NA
U4810,RNA,BRN47-A4,BRN47,A4,BRN47-A4,NA,collected,N,NA,NA
U4811,RNA,BRN47-H8,BRN47,H8,BRN47-H8,NA,collected,N,NA,NA
U4812,RNA,BRN47-G8,BRN47,G8,BRN47-G8,NA,collected,N,NA,NA
U4813,RNA,BRN47-F8,BRN47,F8,BRN47-F8,NA,collected,N,NA,NA
U4814,RNA,BRN47-E8,BRN47,E8,BRN47-E8,NA,collected,N,NA,NA
U4815,RNA,BRN47-D8,BRN47,D8,BRN47-D8,NA,collected,N,NA,NA
U4816,RNA,BRN47-C8,BRN47,C8,BRN47-C8,NA,collected,N,NA,NA
U4817,RNA,BRN47-B8,BRN47,B8,BRN47-B8,NA,collected,N,NA,NA
U4818,RNA,BRN47-A8,BRN47,A8,BRN47-A8,NA,collected,N,NA,NA
U4819,RNA,BRN47-H10,BRN47,H10,BRN47-H10,NA,collected,N,NA,NA
U4820,RNA,BRN47-G10,BRN47,G10,BRN47-G10,NA,collected,N,NA,NA
U4821,RNA,BRN47-F10,BRN47,F10,BRN47-F10,NA,collected,N,NA,NA
U4822,RNA,BRN47-E10,BRN47,E10,BRN47-E10,NA,collected,N,NA,NA
U4823,RNA,BRN47-D10,BRN47,D10,BRN47-D10,NA,collected,N,NA,NA
U4824,RNA,BRN47-D5,BRN47,D5,BRN47-D5,NA,collected,N,NA,NA
U4825,RNA,BRN47-C5,BRN47,C5,BRN47-C5,NA,collected,N,NA,NA
U4826,RNA,BRN47-B5,BRN47,B5,BRN47-B5,NA,collected,N,NA,NA
U4827,RNA,BRN47-A5,BRN47,A5,BRN47-A5,NA,collected,N,NA,NA
U4848,RNA,BRN47-C10,BRN47,C10,BRN47-C10,NA,collected,N,NA,NA
U4849,RNA,BRN47-B10,BRN47,B10,BRN47-B10,NA,collected,N,NA,NA
U4850,RNA,BRN47-A10,BRN47,A10,BRN47-A10,NA,collected,N,NA,NA
U4851,RNA,BRN47-H12,BRN47,H12,BRN47-H12,NA,collected,N,NA,NA
U4852,RNA,BRN47-G12,BRN47,G12,BRN47-G12,NA,collected,N,NA,NA
U4853,RNA,BRN47-F12,BRN47,F12,BRN47-F12,NA,collected,N,NA,NA
U4854,RNA,BRN47-E12,BRN47,E12,BRN47-E12,NA,collected,N,NA,NA
U4855,RNA,BRN47-D12,BRN47,D12,BRN47-D12,NA,collected,N,NA,NA
U4856,RNA,BRN47-C12,BRN47,C12,BRN47-C12,NA,collected,N,NA,NA
U4857,RNA,BRN47-B12,BRN47,B12,BRN47-B12,NA,collected,N,NA,NA
U4858,RNA,BRN47-A12,BRN47,A12,BRN47-A12,NA,collected,N,NA,NA
U4859,RNA,BRN47-F7,BRN47,F7,BRN47-F7,NA,collected,N,NA,NA
U4860,RNA,BRN47-E7,BRN47,E7,BRN47-E7,NA,collected,N,NA,NA
U4861,RNA,BRN47-D7,BRN47,D7,BRN47-D7,NA,collected,N,NA,NA
U4863,RNA,BRN47-C7,BRN47,C7,BRN47-C7,NA,collected,N,NA,NA
U4864,RNA,BRN47-B7,BRN47,B7,BRN47-B7,NA,collected,N,NA,NA
U4865,RNA,BRN47-A7,BRN47,A7,BRN47-A7,NA,collected,N,NA,NA
U4866,RNA,BRN47-H9,BRN47,H9,BRN47-H9,NA,collected,N,NA,NA
U4867,RNA,BRN47-G9,BRN47,G9,BRN47-G9,NA,collected,N,NA,NA
U4868,RNA,BRN47-F9,BRN47,F9,BRN47-F9,NA,collected,N,NA,NA
U4869,RNA,BRN47-E9,BRN47,E9,BRN47-E9,NA,collected,N,NA,NA
U4870,RNA,BRN47-D9,BRN47,D9,BRN47-D9,NA,collected,N,NA,NA
U4871,RNA,BRN47-C9,BRN47,C9,BRN47-C9,NA,collected,N,NA,NA
U4901,RNA,BRN37-F4,BRN37,F4,BRN37-F4,NA,collected,N,NA,NA
U4902,RNA,BRN37-E4,BRN37,E4,BRN37-E4,NA,collected,N,NA,NA
U4903,RNA,BRN37-D4,BRN37,D4,BRN37-D4,NA,collected,N,NA,NA
U4904,RNA,BRN37-C4,BRN37,C4,BRN37-C4,NA,collected,N,NA,NA
U4905,RNA,BRN37-B4,BRN37,B4,BRN37-B4,NA,collected,N,NA,NA
U4906,RNA,BRN37-A4,BRN37,A4,BRN37-A4,NA,collected,N,NA,NA
U4908,RNA,BRN37-D6,BRN37,D6,BRN37-D6,NA,collected,N,NA,NA
U4909,RNA,BRN37-G7,BRN37,G7,BRN37-G7,NA,collected,N,NA,NA
U4910,RNA,BRN37-A6,BRN37,A6,BRN37-A6,NA,collected,N,NA,NA
U4911,RNA,BRN37-F7,BRN37,F7,BRN37-F7,NA,collected,N,NA,NA
U4912,RNA,BRN37-E7,BRN37,E7,BRN37-E7,NA,collected,N,NA,NA
U4913,RNA,BRN37-D7,BRN37,D7,BRN37-D7,NA,collected,N,NA,NA
U4914,RNA,BRN37-C7,BRN37,C7,BRN37-C7,NA,collected,N,NA,NA
U4915,RNA,BRN37-B7,BRN37,B7,BRN37-B7,NA,collected,N,NA,NA
U4916,RNA,BRN37-A7,BRN37,A7,BRN37-A7,NA,collected,N,NA,NA
U4918,RNA,BRN30-H7,BRN30,H7,BRN30-H7,NA,collected,N,NA,NA
U4919,RNA,BRN30-G7,BRN30,G7,BRN30-G7,NA,collected,N,NA,NA
U4920,RNA,BRN30-F7,BRN30,F7,BRN30-F7,NA,collected,N,NA,NA
U4921,RNA,BRN30-E7,BRN30,E7,BRN30-E7,NA,collected,N,NA,NA
U4922,RNA,BRN30-D7,BRN30,D7,BRN30-D7,NA,collected,N,NA,NA
U4923,RNA,BRN30-C7,BRN30,C7,BRN30-C7,NA,collected,N,NA,NA
U4924,RNA,BRN30-B7,BRN30,B7,BRN30-B7,NA,collected,N,NA,NA
U4925,RNA,BRN30-A7,BRN30,A7,BRN30-A7,NA,collected,N,NA,NA
U4926,RNA,BRN30-H9,BRN30,H9,BRN30-H9,NA,collected,N,NA,NA
U4927,RNA,BRN30-G9,BRN30,G9,BRN30-G9,NA,collected,N,NA,NA
U4928,RNA,BRN30-H8,BRN30,H8,BRN30-H8,NA,collected,N,NA,NA
U4929,RNA,BRN30-G8,BRN30,G8,BRN30-G8,Liver vial touched by U4937,collected,N,NA,NA
U4930,RNA,BRN30-F9,BRN30,F9,BRN30-F9,NA,collected,N,NA,NA
U4931,RNA,BRN30-E9,BRN30,E9,BRN30-E9,brain fell on chamoise,collected,N,NA,NA
U4932,RNA,BRN30-D9,BRN30,D9,BRN30-D9,NA,collected,N,NA,NA
U4933,RNA,BRN30-C9,BRN30,C9,BRN30-C9,NA,collected,N,NA,NA
U4934,RNA,BRN30-B9,BRN30,B9,BRN30-B9,NA,collected,N,NA,NA
