ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,fish_lab_qc_data,fish_lab_qc_flag,fish_lab_flag_reason,fish_lab_qc_log
U12990,NA,2018-01-05,none,none,20.7,123,130,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12985,NA,2018-01-05,none,none,19.9,118,124,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12984,NA,2018-01-05,none,none,20.3,123,129,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12827,NA,2018-01-05,none,none,21.4,125,132,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12822,NA,2018-01-05,none,none,20.5,123,129,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10182,NA,2018-01-05,none,none,35.1,145,153,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10183,NA,2018-01-05,none,none,44.2,145,153,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10185,NA,2018-01-05,none,none,36,143,148,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10189,NA,2018-01-05,none,none,40.5,149,156,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10181,NA,2018-01-05,none,none,42.2,155,162,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10184,NA,2018-01-05,none,none,40.5,148,155,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10190,NA,2018-01-05,none,none,35.9,140,147,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12824,NA,2018-01-06,none,none,16.5,116,NA,NA,NA,Large abrasion on right side of fish,KDB,full work-up 2,JG,N,NA,NA
U12821,NA,2018-01-06,none,none,11.5,113,NA,NA,NA,large abrasion on left side of fish,KDB,full work-up 2,JG,N,NA,NA
U12825,NA,2018-01-06,none,none,22,126,133,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12823,NA,2018-01-06,none,none,19.6,122,128,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12830,NA,2018-01-06,none,none,19.5,122,129,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12829,NA,2018-01-06,none,none,16.9,116,122,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12828,NA,2018-01-06,none,none,18.8,119,125,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12826,NA,2018-01-06,none,none,19,118,125,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12745,NA,2018-01-07,none,none,20.3,122,128,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12742,NA,2018-01-07,none,none,16.8,115,121,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12749,NA,2018-01-07,none,none,18.2,114,120,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12750,NA,2018-01-07,none,none,16,113,118,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12748,NA,2018-01-07,none,none,19.8,123,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12731,NA,2018-01-05,none,none,13.7,109,115,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U12732,NA,2018-01-05,none,none,17,116,121,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U12733,NA,2018-01-05,none,none,17.2,114,120,NA,NA,Anisakis nematode worm on stomach. Lesions on right flank; look like Lep scars.,CVJ,full work-up 2,JG,N,NA,NA
U12734,NA,2018-01-05,none,none,17.7,118,123,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U12738,NA,2018-01-05,none,none,19.7,120,125,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U12739,NA,2018-01-05,none,none,18.3,117,124,NA,Brain went into G4 vial in RNA tray 50****,Pred scar lesions.,CVJ,full work-up 2,JG,N,NA,NA
U12737,NA,2018-01-05,none,none,14.2,111,116,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10990,NA,2018-01-08,none,none,12.6,107,113,NA,Brain went into D4 vial in RNA tray 50,NA,CVJ,full work-up 2,JG,N,NA,NA
U10983,NA,2018-01-08,none,none,22.2,127,134,NA,NA,"Large lesion on head. Large chunk!. Pale (greyish) heart, Pale liver and kidney.",CVJ,full work-up 2,JG,N,NA,NA
U10984,NA,2018-01-08,none,none,13.2,103,108,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10989,NA,2018-01-08,none,none,12.8,101,106,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10988,NA,2018-01-08,none,none,23.1,131,136,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10985,NA,2018-01-08,none,none,11.1,95,101,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10982,NA,2018-01-08,none,none,8.8,95,100,NA,NA,Small nick like lesion on left gill plate,CVJ,full work-up 2,JG,N,NA,NA
U10986,NA,2018-01-08,none,none,11.5,101,NA,NA,NA,Small nick like lesion on right and left gill plate,CVJ,full work-up 2,JG,N,NA,NA
U10987,NA,2018-01-08,none,none,10.9,101,106,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10981,NA,2018-01-08,none,none,12,98,103,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10660,NA,2018-01-08,none,none,18.5,120,125,NA,NA,Lesion on left dorsal side near start of dorsal fin.,CVJ,full work-up 2,JG,N,NA,NA
U10657,NA,2018-01-08,none,none,24.6,130,135,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10651,NA,2018-01-08,none,none,16.6,115,121,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10188,NA,2018-01-08,none,none,44,149,156,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10177,NA,2018-01-08,none,none,33.8,138,145,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10179,NA,2018-01-08,none,none,39.1,142,149,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10171,NA,2018-01-08,none,none,35.1,140,147,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10173,NA,2018-01-08,none,none,36.5,147,153,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10172,NA,2018-01-08,none,none,35.9,143,151,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10175,NA,2018-01-08,none,none,35.7,148,NA,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10180,NA,2018-01-08,none,none,42.2,150,157,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12741,NA,2018-01-08,none,none,16.9,113,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12744,NA,2018-01-08,none,none,24,134,141,NA,NA,lots of scales missing on both sides,KDB,full work-up 2,JG,N,NA,NA
U12743,NA,2018-01-08,none,none,14.8,107,114,NA,NA,cut along tail on left side,KDB,full work-up 2,JG,N,NA,NA
U12747,NA,2018-01-08,none,none,19.5,117,123,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12746,NA,2018-01-08,none,none,14.4,111,117,NA,NA,anisakis?,KDB,full work-up 2,JG,N,NA,NA
U10092,NA,2018-01-08,none,none,36,143,150,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10095,NA,2018-01-08,none,none,19.1,115,122,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10099,NA,2018-01-08,none,none,34.2,145,152,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10098,NA,2018-01-08,none,none,29,136,143,NA,NA,"lots of scales missing on both sides, skin torn in several places as well",KDB,full work-up 2,JG,N,NA,NA
U10100,NA,2018-01-08,none,none,23.4,125,132,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10096,NA,2018-01-08,none,none,27.2,128,135,NA,NA,anisakis?,KDB,full work-up 2,JG,N,NA,NA
U10097,NA,2018-01-09,none,none,30.6,135,142,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10094,NA,2018-01-09,none,none,34,129,135,NA,NA,NA,KDB,full work-up 2,JG,Y,Condition factor falls outside of expected range,NA
U10093,NA,2018-01-09,none,none,14.1,107,113,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10091,NA,2018-01-09,none,none,27.7,132,140,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12816,NA,2018-01-10,none,none,19.4,122,129,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12814,NA,2018-01-10,none,none,17.3,118,125,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12812,NA,2018-01-10,none,none,10.9,101,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12815,NA,2018-01-10,none,none,14.4,107,113,NA,NA,Lots of scales missing on both sides,KDB,full work-up 2,JG,N,NA,NA
U12813,NA,2018-01-10,none,none,21.7,122,128,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12811,NA,2018-01-10,none,none,16.9,120,127,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12817,NA,2018-01-15,none,none,17.7,117,123,NA,NA,"abrasion on left gill, anisakis",KDB,full work-up 2,JG,N,NA,NA
U12818,NA,2018-01-15,none,none,17.8,116,123,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12820,NA,2018-01-15,none,none,18.7,120,125,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12819,NA,2018-01-15,none,none,14.8,109,114,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12972,NA,2018-01-15,none,none,23.7,122,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10178,NA,2018-01-16,none,none,29.5,132,139,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10176,NA,2018-01-16,none,none,30.9,135,141,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10174,NA,2018-01-16,none,none,34.2,142,149,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10584,NA,2018-01-16,none,none,16.2,115,120,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10590,NA,2018-01-16,none,none,11.7,100,105,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12974,NA,2018-01-16,none,none,23.3,125,129,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12971,NA,2018-01-16,none,none,18.4,114,119,NA,NA,lots of scales missing around vent,KDB,full work-up 2,JG,N,NA,NA
U12973,NA,2018-01-16,none,none,17.9,116,122,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12975,NA,2018-01-16,none,none,16.7,113,119,NA,NA,anisakis,KDB,full work-up 2,JG,N,NA,NA
U12976,NA,2018-01-16,none,none,16.3,112,117,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12977,NA,2018-01-16,none,none,18.6,116,122,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12979,NA,2018-01-16,none,none,22.8,124,130,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12978,NA,2018-01-16,none,none,18.2,110,117,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12980,NA,2018-01-16,none,none,14,107,112,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10588,NA,2018-01-17,none,none,10.8,98,103,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10585,NA,2018-01-17,none,none,10.8,101,107,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10581,NA,2018-01-17,none,none,11.3,100,105,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10587,NA,2018-01-17,none,none,17.1,118,123,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10582,NA,2018-01-17,none,none,9.3,93,98,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10583,NA,2018-01-17,none,none,11.7,101,NA,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10586,NA,2018-01-17,none,none,12.1,103,108,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10589,NA,2018-01-17,none,none,13,105,110,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10670,NA,2018-01-17,none,none,16.5,110,116,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10972,NA,2018-01-17,none,none,11,96,101,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10971,NA,2018-01-17,none,none,14,104,109,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10976,NA,2018-01-17,none,none,13,106,112,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10973,NA,2018-01-17,none,none,11.6,98,102,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10974,NA,2018-01-17,none,none,15.1,113,119,NA,NA,"lots of skin missing/ cuts on right side, large chunk missing behind pelvic fins",KDB,full work-up 2,CVJ,N,NA,NA
U10975,NA,2018-01-17,none,none,11.5,98,NA,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10980,NA,2018-01-17,none,none,13.2,103,109,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10978,NA,2018-01-17,none,none,8.4,87,95,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10977,NA,2018-01-17,none,none,12,101,106,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10979,NA,2018-01-17,none,none,11.4,92,98,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10110,NA,2018-01-17,none,none,19.3,117,123,NA,NA,NA,BJ,full work-up 2,CVJ,N,NA,NA
U10103,NA,2018-01-17,none,none,24.8,131,137,NA,NA,NA,BJ,full work-up 2,CVJ,N,NA,NA
U10652,NA,2018-01-18,none,none,19,114,121,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10659,NA,2018-01-19,none,none,21,125,131,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10653,NA,2018-01-19,none,none,19.5,123,128,NA,Fish pacakaged not great. All twisty.,NA,CVJ,full work-up 2,JG,N,NA,NA
U10658,NA,2018-01-19,none,none,17.7,115,NA,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10654,NA,2018-01-19,none,none,22.1,130,NA,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10656,NA,2018-01-19,none,none,19,120,126,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U10655,NA,2018-01-19,none,none,17.5,117,NA,NA,NA,NA,CVJ,full work-up 2,JG,N,NA,NA
U12904,NA,2018-01-19,none,none,6.4,79,NA,NA,Lots of scales missing from tail,NA,KDB,full work-up 2,JG,N,NA,NA
U12901,NA,2018-01-19,none,none,7.2,83,86,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12902,NA,2018-01-19,none,none,5.5,75,80,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12905,NA,2018-01-19,none,none,5,76,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10736,NA,2018-01-19,none,none,NA,111,NA,NA,Forgot to record weight,anisakis,KDB,full work-up 2,JG,N,NA,NA
U10734,NA,2018-01-19,none,none,15.1,107,112,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10740,NA,2018-01-19,none,none,17.3,108,114,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10663,NA,2018-01-19,none,none,12.3,104,109,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10661,NA,2018-01-19,none,none,12.5,100,105,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10669,NA,2018-01-19,none,none,19.2,115,121,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10662,NA,2018-01-19,none,none,20.1,115,121,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10667,NA,2018-01-19,none,none,19.9,116,122,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10665,NA,2018-01-19,none,none,21.7,122,128,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10664,NA,2018-01-19,none,none,12.9,105,NA,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10666,NA,2018-01-19,none,none,15.7,110,116,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10668,NA,2018-01-19,none,none,15.8,115,121,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10732,NA,2018-01-20,none,none,18.4,114,120,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10738,NA,2018-01-20,none,none,18,118,125,NA,NA,large abrasion by dorsal fin on left,KDB,full work-up 2,CVJ,N,NA,NA
U10733,NA,2018-01-20,none,none,6.8,83,88,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10737,NA,2018-01-20,none,none,11.3,92,97,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10731,NA,2018-01-20,none,none,15.1,107,113,NA,NA,"lots of scales missing on tail, anisakis",KDB,full work-up 2,CVJ,N,NA,NA
U10735,NA,2018-01-20,none,none,18,115,120,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10739,NA,2018-01-20,none,none,16.1,111,117,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12572,NA,2018-01-20,none,none,22.9,124,130,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12574,NA,2018-01-20,none,none,14.3,108,115,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12571,NA,2018-01-20,none,none,17.8,116,122,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12573,NA,2018-01-21,none,none,14.4,105,111,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12575,NA,2018-01-21,none,none,14.9,105,111,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12578,NA,2018-01-21,none,none,14.1,102,109,NA,fish fell on bench,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12577,NA,2018-01-21,none,none,9,90,NA,NA,fish fell on bench,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12579,NA,2018-01-21,none,none,18.6,114,120,NA,NA,large gouge in back thrid of fish,KDB,full work-up 2,CVJ,N,NA,NA
U12580,NA,2018-01-21,none,none,19.8,115,121,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12652,NA,2018-01-22,none,none,18.6,120,125,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U12657,NA,2018-01-22,none,none,18.7,120,126,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U12660,NA,2018-01-22,none,none,17.2,117,122,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U12651,NA,2018-01-22,none,none,15.3,110,116,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U12654,NA,2018-01-22,none,none,18.3,118,123,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U12659,NA,2018-01-22,none,none,11.8,104,109,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U12656,NA,2018-01-22,none,none,13.5,107,112,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U12653,NA,2018-01-22,none,none,14.3,109,115,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U12655,NA,2018-01-22,none,none,18,120,125,NA,NA,NA,JG,full work-up 2,BJ,N,NA,NA
U10106,NA,2018-01-23,none,none,23.7,144,150,NA,NA,NA,MF,full work-up 2,JG,N,NA,NA
U10109,NA,2018-01-23,none,none,22.8,142,NA,NA,NA,NA,MF,full work-up 2,JG,N,NA,NA
U10104,NA,2018-01-23,none,none,22.4,141,147,NA,NA,NA,MF,full work-up 2,JG,N,NA,NA
U10101,NA,2018-01-23,none,none,15.8,125,130,NA,NA,NA,MF,full work-up 2,JG,N,NA,NA
U10102,NA,2018-01-23,none,none,13.9,123,127,NA,NA,"external parasite ""Rocinela propodialis""",MF,full work-up 2,JG,Y,Condition factor falls outside of expected range,NA
U10105,NA,2018-01-23,none,none,26.4,151,NA,NA,NA,NA,MF,full work-up 2,JG,N,NA,NA
U12576,NA,2018-01-22,none,none,14,102,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12664,NA,2018-01-22,none,none,12.1,99,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12669,NA,2018-01-22,none,none,20.6,120,126,NA,NA,anisakis,KDB,full work-up 2,JG,N,NA,NA
U12665,NA,2018-01-23,none,none,16.6,117,123,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12663,NA,2018-01-23,none,none,15.6,113,119,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12668,NA,2018-01-23,none,none,15.3,113,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12662,NA,2018-01-23,none,none,13.5,105,111,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12667,NA,2018-01-23,none,none,18.7,116,122,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12670,NA,2018-01-23,none,none,18.5,120,126,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10107,NA,2018-01-24,none,none,27.4,152,159,NA,NA,NA,MF,full work-up 2,JG,Y,Condition factor falls outside of expected range,NA
U10108,NA,2018-01-24,none,none,17,125,130,NA,NA,NA,MF,full work-up 2,JG,N,NA,NA
U12661,NA,2018-01-24,none,none,15.2,102,108,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12666,NA,2018-01-24,none,none,19.6,114,122,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12419,NA,2018-01-24,none,none,8.8,89,93,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12418,NA,2018-01-24,none,none,11.4,100,106,NA,NA,Lots of scales missing on right,KDB,full work-up 2,JG,N,NA,NA
U12413,NA,2018-01-24,none,none,28.6,133,140,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12411,NA,2018-01-24,none,none,14.5,109,115,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12415,NA,2018-01-24,none,none,9.1,93,98,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12416,NA,2018-01-24,none,none,11.4,99,104,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12417,NA,2018-01-24,none,none,13.8,106,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12412,NA,2018-01-24,none,none,9.1,90,96,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12414,NA,2018-01-24,none,none,12.1,100,105,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12420,NA,2018-01-24,none,none,4,108,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12658,NA,2018-01-24,none,none,14.3,111,116,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10506,NA,2018-01-24,none,none,15.9,111,NA,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10505,NA,2018-01-24,none,none,14.1,105,110,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10504,NA,2018-01-24,none,none,11.7,95,NA,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10510,NA,2018-01-24,none,none,18.1,114,120,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10509,NA,2018-01-24,none,none,11.7,101,107,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10503,NA,2018-01-24,none,none,12.2,100,105,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10507,NA,2018-01-24,none,none,13.4,106,112,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10502,NA,2018-01-24,none,none,19.6,120,126,NA,NA,hemorrhaging vent,JG,full work-up 2,KDB,N,NA,NA
U10508,NA,2018-01-24,none,none,13.4,105,110,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U10501,NA,2018-01-24,none,none,8.8,90,95,NA,NA,lots of scale loss posterior of dorsal fin,JG,full work-up 2,KDB,N,NA,NA
U10496,NA,2018-01-26,none,none,12.5,104,108,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10491,NA,2018-01-26,none,none,18.8,118,124,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10497,NA,2018-01-26,none,none,12.6,104,111,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10499,NA,2018-01-26,none,none,18.1,115,121,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10492,NA,2018-01-26,none,none,18.6,118,125,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10571,NA,2018-01-24,none,none,10.8,99,104,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10580,NA,2018-01-24,none,none,9.5,95,100,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10572,NA,2018-01-24,none,none,9.1,97,103,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10573,NA,2018-01-24,none,none,11,97,101,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10574,NA,2018-01-24,none,none,9.9,94,99,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10575,NA,2018-01-24,none,none,12.5,104,109,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10576,NA,2018-01-24,none,none,13.4,112,117,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10577,NA,2018-01-24,none,none,15.3,109,114,NA,NA,"Gash on top of head, just posterior of gills",CVJ,full work-up 2,KDB,N,NA,NA
U10578,NA,2018-01-24,none,none,10.3,97,103,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10579,NA,2018-01-24,none,none,10.3,99,105,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U11057,NA,2018-01-26,none,none,18.3,120,NA,NA,NA,NA,BJ,full work-up 2,KDB,N,NA,NA
U11051,NA,2018-01-26,none,none,22.9,123,129,NA,NA,NA,BJ,full work-up 2,KDB,N,NA,NA
U11056,NA,2018-01-26,none,none,16.9,109,115,NA,NA,NA,BJ,full work-up 2,KDB,N,NA,NA
U11058,NA,2018-01-26,none,none,15.5,115,120,NA,NA,NA,BJ,full work-up 2,KDB,N,NA,NA
U12587,NA,2018-01-25,none,none,16.7,113,119,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12588,NA,2018-01-25,none,none,24.7,122,NA,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12590,NA,2018-01-26,none,none,17.5,115,121,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12589,NA,2018-01-26,none,none,21.1,126,NA,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12581,NA,2018-01-26,none,none,19.9,120,125,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12586,NA,2018-01-26,none,none,12.7,108,113,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12582,NA,2018-01-26,none,none,15.9,111,117,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12585,NA,2018-01-26,none,none,15.4,107,112,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12584,NA,2018-01-26,none,none,13.7,110,115,NA,NA,NA,JG,full work-up 2,KDB,N,NA,NA
U12583,NA,2018-01-26,none,none,14,105,111,NA,Spine broken; lengths estimated,NA,JG,full work-up 2,KDB,N,NA,NA
U12953,NA,2018-01-26,none,none,24.3,128,134,NA,Scales mixed with U10409,NA,JG,full work-up 2,KDB,N,NA,NA
U10498,NA,2018-01-29,none,none,14.5,103,108,NA,NA,"Liver was wrapped around the other side of the stomach, like a tail. It was werid.",CVJ,full work-up 2,KDB,N,NA,NA
