container_id,container_type,storage_medium,date_updated,current_location,storage_unit,storage_tier_1,storage_tier_2,shipping_container,date_shipped,shipping_destination,recipient,date_received,expecting_return,date_returned,comments,container_num
BSC79865,scale,dry,NA,Hakai Quadra Prep Lab,Back End Shelving Unit,Scale Books Box 1,Bag 7,NA,NA,NA,NA,NA,NA,NA,PI 2016,79865
BSL1,sealice_cryo,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 65,NA,NA,NA,NA,NA,NA,NA,NA,1
BSL3,sealice_cryo,frozen -80,2018-08-30,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 33,NA,NA,NA,NA,NA,NA,NA,NA,3
BSL4,sealice_cryo,frozen -80,2018-09-20,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 30,NA,NA,NA,NA,NA,NA,NA,NA,4
BLC1,sealice_cryo_cal,frozen -80,2017-11-05,UBC Hunt Lab,NA,NA,NA,Group Box Sea Lice 1,2017-11-05,UBC Hunt Lab,Tianyi Chang,2017-11-05,N,NA,NA,1
BLC2,sealice_cryo_cal,frozen -80,2017-11-05,UBC Hunt Lab,NA,NA,NA,Group Box Sea Lice 1,2017-11-05,UBC Hunt Lab,Tianyi Chang,2017-11-05,N,NA,NA,2
BLC3,sealice_cryo_cal,frozen -80,2017-11-05,UBC Hunt Lab,NA,NA,NA,Group Box Sea Lice 1,2017-11-05,UBC Hunt Lab,Tianyi Chang,2017-11-05,N,NA,NA,3
BLC4,sealice_cryo_cal,frozen -80,2017-11-05,UBC Hunt Lab,NA,NA,NA,Group Box Sea Lice 1,2017-11-05,UBC Hunt Lab,Tianyi Chang,2017-11-05,N,NA,NA,4
BLL1,sealice_cryo_lep,frozen -80,2017-11-05,UBC Hunt Lab,NA,NA,NA,Group Box Sea Lice 1,2017-11-05,UBC Hunt Lab,Tianyi Chang,2017-11-05,N,NA,NA,1
BSLCO1,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,1
BSLCU1,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,1
BSLPI1,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,1
BSLSO1,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,1
BSLSO10,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,10
BSLSO11,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,11
BSLSO12,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,12
BSLSO13,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,13
BSLSO14,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,14
BSLSO15,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,15
BSLSO16,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,16
BSLSO17,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,17
BSLSO18,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,18
BSLSO19,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,19
BSLSO2,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,2
BSLSO20,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,20
BSLSO21,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,21
BSLSO22,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,22
BSLSO23,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,23
BSLSO24,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,24
BSLSO25,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,25
BSLSO26,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,26
BSLSO27,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,27
BSLSO28,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,No locations assigned within boxes; do not need to keep samples,28
BSLSO29,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,No locations assigned within boxes; do not need to keep samples,29
BSLSO3,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,3
BSLSO30,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,No locations assigned within boxes; do not need to keep samples,30
BSLSO31,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,No locations assigned within boxes; do not need to keep samples,31
BSLSO32,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,No locations assigned within boxes; do not need to keep samples,32
BSLSO4,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,4
BSLSO5,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,5
BSLSO6,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,6
BSLSO7,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,7
BSLSO8,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,8
BSLSO9,sealice_finescale,formalin,2018-01-11,UBC Hunt Lab,NA,NA,NA,Sea Lice Shipping Box 1,2018-01-11,UBC Hunt Lab,Lauren Portner,2018-01-15,N,NA,NA,9
BST1,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Vanessa Fladmark,2016-10-28,N,NA,NA,1
BST2,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Vanessa Fladmark,2016-10-28,N,NA,NA,2
BST3,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,3
BST4,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,4
BST5,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 2,NA,Stomach Box 2,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,5
BST6,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,6
BST7,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 4,NA,Stomach Box 4,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,7
BST8,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,8
BST9,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,9
BST10,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,10
BST11,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,11
BST12,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,12
BST14,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,14
BST15,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,15
BST16,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,16
BST17,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,17
BST18,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,18
BST19,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,19
BST20,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,20
BST21,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,21
BST22,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,22
BST23,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,23
BST24,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 4,NA,Stomach Box 4,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,24
BST26,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,26
BST27,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,27
BST28,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,28
BST29,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 1,NA,Stomach Box 1,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,29
BST30,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,30
BST31,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,31
BST32,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,32
BST33,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,33
BST34,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,34
BST35,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 3,NA,Stomach Box 3,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,35
BST36,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,36
BST38,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 4,NA,Stomach Box 4,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,38
BST39,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 4,NA,Stomach Box 4,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,39
BST40,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,40
BST41,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,41
BST42,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,42
BST43,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,43
BST44,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,Sam working on at Quadra brought from UBC,44
BST45,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,45
BST46,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,46
BST47,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,47
BST48,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,48
BST49,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 5,NA,Stomach Box 5,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,49
BST50,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 6,NA,Stomach Box 6,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,50
BST51,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 3,NA,Stomach Box 3,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,51
BST52,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,52
BST53,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,53
BST54,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,54
BST55,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 4,NA,Stomach Box 4,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,55
BST56,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,56
BST57,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,57
BST58,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,58
BST59,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 3,NA,Stomach Box 3,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,59
BST60,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 3,NA,Stomach Box 3,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,60
BST61,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 4,NA,Stomach Box 4,2016-10-28,UBC Hunt Lab,Vanessa Fladmark,2016-10-28,N,NA,NA,61
BST62,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 1,NA,Stomach Box 1,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,62
BST63,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,63
BST64,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,64
BST65,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,65
BST66,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 2,NA,Stomach Box 2,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,66
BST67,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 3,NA,Stomach Box 3,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,67
BST68,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,68
BST69,stomach,95% non-denatured ethanol,2018-10-11,Hakai Quadra Prep Lab,Freezer Room Top Shelf,Stomach Box 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
BST70,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 3,NA,Stomach Box 3,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,70
BST71,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 1,NA,Stomach Box 1,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,71
BST72,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,72
BST73,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 1,NA,Stomach Box 1,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,73
BST74,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 1,NA,Stomach Box 1,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,74
BST75,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 1,NA,Stomach Box 1,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,75
BST76,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 2,NA,Stomach Box 2,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,76
BST77,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 2,NA,Stomach Box 2,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,77
BST78,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 3,NA,Stomach Box 3,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,78
BST79,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 1,NA,Stomach Box 1,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,79
BST80,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 2,NA,Stomach Box 2,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,80
BST81,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,81
BST82,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 2,NA,Stomach Box 2,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,82
BST83,stomach,95% non-denatured ethanol,2018-10-11,Hakai Quadra Prep Lab,Freezer Room Top Shelf,Stomach Box 12,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
BST84,stomach,95% non-denatured ethanol,2018-10-11,Hakai Quadra Prep Lab,Freezer Room Top Shelf,Stomach Box 11,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
BST85,stomach,95% non-denatured ethanol,2018-10-11,Hakai Quadra Prep Lab,Freezer Room Top Shelf,Stomach Box 11,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
BST86,stomach,95% non-denatured ethanol,2018-10-11,Hakai Quadra Prep Lab,Freezer Room Top Shelf,Stomach Box 14,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
BST87,stomach,95% non-denatured ethanol,2016-10-28,UBC Hunt Lab,NA,Stomach Box 2,NA,Stomach Box 2,2016-10-28,UBC Hunt Lab,Sam James,2016-10-28,N,NA,NA,87
BST88,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,88
BST89,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,89
BST90,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,90
BST91,stomach,95% non-denatured ethanol,2016-11-28,UBC Hunt Lab,NA,Stomach Box 7,NA,Stomach Box 7,2016-11-28,UBC Hunt Lab,Sam James,2016-11-28,N,NA,NA,91
BST92,stomach,95% non-denatured ethanol,2018-10-11,Hakai Quadra Prep Lab,Freezer Room Top Shelf,Stomach Box 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,92
